date_of_bite,breed,gender,spay_neuter,borough,zip_code
2017-01-02,Labrador Retriever Crossbreed,Male,No,Brooklyn,11231
2017-01-02,Lhasa Apso,Male,Yes,Brooklyn,11211
2017-01-04,Pit Bull,Unknown,No,Brooklyn,11219
2017-01-07,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Brooklyn,11216
2017-01-10,Jack Russ,Male,Yes,Brooklyn,11216
2017-01-06,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11229
2017-01-10,Pit Bull,Unknown,No,Brooklyn,11216
2017-01-09,Pit Bull,Unknown,No,Brooklyn,11206
2017-01-02,Shih Tzu,Male,No,Brooklyn,11218
2017-01-11,Maltese - Shih Tzu Mix,Female,Yes,Brooklyn,11229
2017-01-10,Pit Bull,Unknown,No,Brooklyn,11221
2017-01-12,Pit Bull,Male,No,Brooklyn,11231
2017-01-12,Pit Bull,Female,Yes,Brooklyn,11225
2017-01-16,Pit Bull,Female,No,Brooklyn,11212
2017-01-17,Jack Russ,Female,No,Brooklyn,11233
2017-01-16,Labrador-Pit Bull X,Male,Yes,Brooklyn,11215
2017-01-15,Shih Tzu,Male,No,Brooklyn,11212
2017-01-14,Pit Bull,Male,No,Brooklyn,11203
2017-01-14,Shih Tzu,Female,No,Brooklyn,11207
2017-01-14,Boxer,Male,Yes,Brooklyn,NA
2017-01-19,Mixed,Female,No,Brooklyn,11238
2017-01-18,Doberman Pinscher,Male,Yes,Brooklyn,11223
2017-01-13,Bull Dog-English,Male,No,Brooklyn,11234
2017-01-22,Pit Bull,Female,No,Brooklyn,11208
2017-01-15,Toy Fox Terrier,Male,Yes,Brooklyn,11222
2017-01-23,Mixed,Unknown,No,Brooklyn,NA
2017-01-21,Pit Bull,Unknown,No,Brooklyn,11215
2017-01-25,Australian Cattle,Male,Yes,Brooklyn,11230
2017-01-25,American Pit Bull Terrier-Pit Bull,Female,No,Brooklyn,11208
2017-01-25,German Shepherd,Male,No,Brooklyn,11229
2017-01-28,Beagle Crossbreed,Female,No,Brooklyn,11229
2017-01-27,Pit Bull,Male,Yes,Brooklyn,11221
2017-01-25,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11215
2017-01-28,Jack Russell X,Male,Yes,Brooklyn,11221
2017-01-19,Labrador Retriever Crossbreed,Unknown,No,Brooklyn,11228
2017-01-31,German Shepherd Crossbreed,Female,Yes,Brooklyn,11218
2017-01-30,Shih Tzu,Male,Yes,Brooklyn,11236
2017-01-27,Pit Bull,Male,No,Brooklyn,11233
2017-02-01,Maltese,Unknown,No,Brooklyn,11216
2017-02-01,Pit Bull,Unknown,No,Brooklyn,11208
2017-02-04,Rat Terrier,Male,No,Brooklyn,NA
2017-02-04,Poodle X,Male,No,Brooklyn,11215
2017-02-06,Siberian Husky,Male,Yes,Brooklyn,NA
2017-02-06,Mutt,Male,No,Brooklyn,11209
2017-02-06,German Shepherd-Pitbull,Male,Yes,Brooklyn,11225
2017-02-07,Blue Heeler,Unknown,No,Brooklyn,11218
2017-01-31,Pit Bull,Male,No,Brooklyn,11229
2017-02-08,Pit Bull,Female,Yes,Brooklyn,11233
2017-02-03,Corgi,Unknown,No,Brooklyn,11214
2017-02-07,Mixed-Other,Male,No,Brooklyn,NA
2017-02-08,German Shepherd,Male,Yes,Brooklyn,11235
2017-02-10,Goldendoodle,Male,Yes,Brooklyn,11228
2017-02-11,Yorkie Poo- Yorkshire Terrier-Maltese-Poodle,Female,Yes,Brooklyn,11209
2017-02-12,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11208
2017-02-06,Australian Cattledog X,Male,Yes,Brooklyn,11201
2017-01-01,Pit Bull,Female,No,Brooklyn,11226
2017-02-15,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11233
2017-02-15,Schnauzer-Giant,Unknown,No,Brooklyn,11219
2017-02-16,Great Dane,Unknown,No,Brooklyn,11249
2017-02-16,Rottweiler X,Male,Yes,Brooklyn,11208
2017-02-17,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11207
2017-02-19,American Staffordshire Terrier,Male,No,Brooklyn,11224
2017-02-18,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11233
2017-02-21,Cock-A-Poo,Male,No,Brooklyn,11229
2017-02-21,German Shepherd,Unknown,No,Brooklyn,11229
2017-02-20,Yorkshire Terrier Crossbreed,Male,No,Brooklyn,11211
2017-02-09,Chihuahua,Unknown,No,Brooklyn,11203
2017-02-21,Pit Bull Mix,Male,Yes,Brooklyn,11205
2017-02-19,Hound-Pit Bull X,Male,Yes,Brooklyn,11238
2017-02-19,Shih Tzu,Male,No,Brooklyn,11236
2017-02-12,Rottweiler X,Male,Yes,Brooklyn,11231
2017-02-17,Pit Bull,Unknown,No,Brooklyn,11212
2017-02-25,Jack Russ,Female,No,Brooklyn,11221
2017-02-25,German Shepherd,Male,Yes,Brooklyn,11226
2017-02-26,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11208
2017-02-23,Pit Bull,Unknown,No,Brooklyn,NA
2017-02-06,Siberian Husky,Unknown,No,Brooklyn,11232
2017-02-24,Yorkshire Terrier,Male,Yes,Brooklyn,11236
2017-02-20,Rottweiler,Unknown,No,Brooklyn,11204
2017-02-08,Pit Bull,Unknown,No,Brooklyn,11232
2017-02-28,American Pit Bull Mix - Pit Bull Mix,Female,No,Brooklyn,11208
2017-03-01,Pit Bull,Female,Yes,Brooklyn,11217
2017-02-25,Shih Tzu,Male,No,Brooklyn,11224
2017-02-25,Exotic American Bully,Male,No,Brooklyn,NA
2017-03-03,Silky Terrier,Male,No,Brooklyn,11225
2017-03-05,Pit Bull,Unknown,No,Brooklyn,11221
2017-03-04,Cane Corso,Male,Yes,Brooklyn,11210
2017-03-07,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,NA
2017-03-07,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11221
2017-02-22,Pekingese,Male,No,Brooklyn,NA
2017-02-25,Pit Bull,Unknown,No,Brooklyn,11207
2017-03-05,Chihuahua,Unknown,No,Brooklyn,11221
2017-03-06,Pit Bull,Unknown,No,Brooklyn,NA
2017-02-25,Pit Bull,Unknown,No,Brooklyn,11207
2017-03-09,American Pit Bull Terrier-Pit Bull,Female,Yes,Brooklyn,11222
2017-02-05,Pit Bull,Unknown,No,Brooklyn,11236
2017-03-09,American Pit Bull Terrier-Pit Bull,Female,Yes,Brooklyn,11222
2017-03-09,Coonhound-Black And Tan,Male,Yes,Brooklyn,11222
2017-02-26,Yorkshire Terrier,Female,Yes,Brooklyn,11213
2017-03-12,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11221
2017-03-12,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11221
2017-03-12,Schnauzer-Standard,Unknown,No,Brooklyn,11222
2017-03-12,Bull Dog-French,Male,Yes,Brooklyn,11221
2017-03-11,Brussels Griffon,Male,Yes,Brooklyn,11218
2017-02-20,Newfoundland,Unknown,No,Brooklyn,NA
2017-03-14,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11225
2017-03-16,Siberian Husky,Male,No,Brooklyn,11237
2017-03-08,Maltese,Unknown,No,Brooklyn,11236
2017-03-17,Shih Tzu,Female,Yes,Brooklyn,11223
2017-03-17,Mastiff Mix,Male,Yes,Brooklyn,11225
2017-03-17,Pit Bull,Male,No,Brooklyn,11233
2017-03-20,Golden Retriever,Female,Yes,Brooklyn,11201
2017-03-18,Beagle Crossbreed,Female,Yes,Brooklyn,11231
2017-03-19,Pit Bull,Unknown,No,Brooklyn,11233
2017-03-21,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11215
2017-03-16,Pit Bull,Unknown,No,Brooklyn,11215
2017-03-12,Mini Australian Shepherd,Male,Yes,Brooklyn,11212
2017-03-22,Shih Tzu,Female,Yes,Brooklyn,11233
2017-03-22,Shih Tzu,Male,No,Brooklyn,11208
2017-03-22,Mixed,Male,Yes,Brooklyn,11204
2017-03-23,Labrador Mix,Female,Yes,Brooklyn,11215
2017-03-23,Chihuahua Crossbreed,Male,Yes,Brooklyn,11222
2017-03-26,American Pit Bull Mix - Pit Bull Mix,Male,No,Brooklyn,11211
2017-03-22,Mixed,Male,Yes,Brooklyn,11212
2017-03-19,Pekingese,Male,No,Brooklyn,11237
2017-03-03,Maltese,Male,Yes,Brooklyn,11204
2017-03-24,Jack Russell-Chihuahua X,Male,Yes,Brooklyn,11213
2017-03-27,Cane Corso,Male,No,Brooklyn,11207
2017-03-22,Rottweiler,Unknown,No,Brooklyn,11234
2017-03-30,American Pit Bull Mix - Pit Bull Mix,Male,No,Brooklyn,11228
2017-03-30,American Pit Bull Mix - Pit Bull Mix,Male,No,Brooklyn,11228
2017-03-29,Poodle-Standard,Female,Yes,Brooklyn,11209
2017-03-30,Miniature Pinscher,Unknown,No,Brooklyn,11225
2017-03-30,Pit Bull,Unknown,No,Brooklyn,11205
2017-03-20,German Shepherd,Unknown,No,Brooklyn,11238
2017-03-31,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11225
2017-04-02,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11208
2017-03-30,Labradoodle,Male,Yes,Brooklyn,NA
2017-03-30,Pit Bull,Unknown,No,Brooklyn,11235
2017-03-21,Staffordshire-Pit Bull X,Unknown,No,Brooklyn,11201
2017-03-30,Jack Russell X,Male,Yes,Brooklyn,11221
2017-04-04,Pit Bull,Unknown,No,Brooklyn,NA
2017-04-01,Yorkshire Terrier,Unknown,No,Brooklyn,NA
2017-04-06,Rottweiler,Female,Yes,Brooklyn,11214
2017-04-07,Pit Bull,Male,Yes,Brooklyn,11228
2017-04-08,Japanese Chin-Spaniel,Male,No,Brooklyn,11213
2017-04-09,Pit Bull,Male,Yes,Brooklyn,11221
2017-04-09,Pit Bull,Female,No,Brooklyn,11221
2017-04-01,Pit Bull,Male,Yes,Brooklyn,11221
2017-03-01,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Brooklyn,11201
2017-04-10,German Shepherd Crossbreed,Female,Yes,Brooklyn,11215
2017-04-08,Bull Dog-English,Male,Yes,Brooklyn,NA
2017-04-11,Rottweiler,Unknown,No,Brooklyn,11226
2017-04-12,Bull Dog-French,Male,Yes,Brooklyn,11249
2017-04-12,German Shepherd,Male,Yes,Brooklyn,11209
2017-03-25,Pit Bull,Male,No,Brooklyn,11236
2017-03-30,Pit Bull,Male,No,Brooklyn,11236
2017-04-13,Rottweiler,Unknown,No,Brooklyn,11229
2017-04-13,Bull Dog-English,Male,No,Brooklyn,11216
2017-04-12,German Shepherd,Unknown,No,Brooklyn,11216
2017-04-12,Pit Bull,Male,Yes,Brooklyn,11212
2017-04-16,American Pit Bull Terrier-Pit Bull,Female,No,Brooklyn,11207
2017-04-13,Labrador Retriever,Unknown,No,Brooklyn,11211
2017-04-09,Labrador Retriever Crossbreed,Male,Yes,Brooklyn,NA
2017-04-17,Pit Bull,Unknown,No,Brooklyn,11216
2017-04-14,Pit Bull,Unknown,No,Brooklyn,11222
2017-04-16,Terrier,Unknown,No,Brooklyn,11211
2017-04-15,Sheperd,Unknown,No,Brooklyn,NA
2017-04-19,Boxer,Female,Yes,Brooklyn,11208
2017-04-17,Maltese-Shih Tzu X,Male,No,Brooklyn,11212
2017-04-20,Pit Bull,Female,No,Brooklyn,11208
2017-04-20,Pit Bull Mix,Female,No,Brooklyn,11208
2017-04-20,American Staffordshire Terrier,Male,No,Brooklyn,11203
2017-04-20,Shih Tzu-Dachshund  X,Female,Yes,Brooklyn,11221
2017-04-20,Chihuahua,Male,No,Brooklyn,11208
2017-04-20,Pit Bull,Male,No,Brooklyn,11234
2017-04-20,Pit Bull,Male,No,Brooklyn,11234
2017-04-22,Pit Bull,Unknown,No,Brooklyn,NA
2017-04-22,Sharpei,Female,Yes,Brooklyn,11221
2017-04-23,Pomeranian,Unknown,No,Brooklyn,NA
2017-04-21,Pit Bull,Female,Yes,Brooklyn,11207
2017-04-22,Pit Bull,Unknown,No,Brooklyn,11235
2017-04-17,Pit Bull-Lab X,Unknown,No,Brooklyn,11237
2017-03-07,Cocker Spaniel,Male,Yes,Brooklyn,11217
2017-04-24,Alaskan Klee Kai,Male,Yes,Brooklyn,11237
2017-04-25,Shih Tzu,Unknown,No,Brooklyn,11211
2017-04-28,Pit Bull,Female,Yes,Brooklyn,11237
2017-04-29,Labrador Retriever Crossbreed,Male,No,Brooklyn,11217
2017-04-29,Pit Bull,Unknown,No,Brooklyn,11231
2017-04-29,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11216
2017-03-30,Chihuahua,Female,No,Brooklyn,11212
2017-04-28,Staffordshire Bull Terrier,Male,No,Brooklyn,11221
2017-05-02,Golden Retriever,Unknown,No,Brooklyn,11228
2017-05-03,Mixed-Other,Male,Yes,Brooklyn,11217
2017-05-03,Pit Bull-Lab X,Male,Yes,Brooklyn,11205
2017-05-02,Sheperd,Unknown,No,Brooklyn,11211
2017-05-07,Pug Mix,Male,Yes,Brooklyn,11238
2017-05-09,Ridgeback Pit Bull Boxer X,Unknown,No,Brooklyn,11221
2017-05-09,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11230
2017-05-10,Pit Bull,Unknown,No,Brooklyn,11249
2017-05-11,Boston Terrier,Male,Yes,Brooklyn,11216
2017-05-17,Pit Bull,Unknown,No,Brooklyn,NA
2017-05-17,Mixed Breed,Male,Yes,Brooklyn,11222
2017-05-18,Hound,Unknown,No,Brooklyn,11206
2017-05-17,Rottweiler,Male,Yes,Brooklyn,11234
2017-05-18,German Shepherd,Male,Yes,Brooklyn,11208
2017-05-20,Mixed Breed,Unknown,No,Brooklyn,11205
2017-05-21,Maltese-Shih Tzu X,Female,No,Brooklyn,11212
2017-05-15,Chihuahua Crossbreed,Male,Yes,Brooklyn,11207
2017-05-22,Yorkshire Terrier,Male,No,Brooklyn,11226
2017-05-21,Pit Bull,Female,No,Brooklyn,11224
2017-05-22,Labradoodle,Male,Yes,Brooklyn,11205
2017-05-20,Dachshund Smooth Coat,Female,Yes,Brooklyn,11206
2017-05-18,Poodle-Toy,Male,Yes,Brooklyn,11214
2017-05-24,Siberian Husky,Unknown,No,Brooklyn,NA
2017-05-12,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11216
2017-05-13,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11217
2017-05-15,Chihuahua,Male,Yes,Brooklyn,11204
2017-05-21,Pit Bull,Male,No,Brooklyn,11208
2017-05-27,Labrador Retriever,Male,No,Brooklyn,NA
2017-06-02,Pit Bull,Male,Yes,Bronx,NA
2017-06-01,Cocker Spaniel,Unknown,No,Brooklyn,11222
2017-05-29,Labrador Retriever Crossbreed,Female,Yes,Brooklyn,11201
2017-05-28,Chihuahua,Unknown,No,Brooklyn,11207
2017-05-24,Chihuahua,Female,Yes,Brooklyn,11213
2017-05-25,American Pit Bull Mix - Pit Bull Mix,Unknown,No,Brooklyn,11224
2017-06-01,Pomeranian,Unknown,No,Brooklyn,11220
2017-05-27,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,11212
2017-05-29,French Bull - Boxer Mix,Male,Yes,Brooklyn,11238
2017-05-28,Mixed Breed,Male,Yes,Brooklyn,11201
2017-06-02,Boxer,Unknown,No,Brooklyn,11238
2017-05-27,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,NA
2017-06-01,Maltese,Female,Yes,Brooklyn,11224
2017-05-28,Cane Corso,Male,Yes,Brooklyn,11231
2017-05-28,Rat Terrier,Male,Yes,Brooklyn,NA
2017-05-31,Shih Tzu,Female,No,Brooklyn,11224
2017-06-01,Belgian Malinois,Male,No,Brooklyn,11220
2017-04-15,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11201
2017-06-04,Labrador Retriever,Male,Yes,Brooklyn,11215
2017-06-04,Pit Bull,Unknown,No,Brooklyn,11234
2017-06-03,Siberian Husky,Male,Yes,Brooklyn,11207
2017-06-03,Maltese,Male,No,Brooklyn,11204
2017-06-03,German Shepherd,Female,Yes,Brooklyn,11218
2017-06-04,Unknown,Unknown,No,Brooklyn,NA
2017-06-03,Maltese-Yorkshire X,Male,Yes,Brooklyn,11221
2017-06-02,Labrador Retriever Crossbreed,Unknown,No,Brooklyn,11209
2017-06-02,Unknown,Unknown,No,Brooklyn,11211
2017-06-03,Shih Tzu,Male,Yes,Brooklyn,11225
2017-06-06,Dalmatian Crossbreed,Male,No,Brooklyn,11233
2017-06-03,Chihuahua,Unknown,No,Brooklyn,11214
2017-06-06,Akita,Unknown,No,Brooklyn,11223
2017-06-05,Boxer,Male,Yes,Brooklyn,NA
2017-05-28,Terrier Mix-Hound,Male,Yes,Brooklyn,11230
2017-06-05,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11212
2017-06-08,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11228
2017-06-05,Mixed,Unknown,No,Brooklyn,NA
2017-06-04,Chihuahua,Male,Yes,Brooklyn,11238
2017-06-04,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11230
2017-06-09,Shihtzu Mix,Male,No,Brooklyn,11237
2017-06-11,Unknown,Unknown,No,Brooklyn,11211
2017-06-07,Poodle-Standard,Male,No,Brooklyn,11229
2017-06-09,Dachshund X,Female,Yes,Brooklyn,NA
2017-06-11,American Pit Bull Terrier-Pit Bull,Female,No,Brooklyn,11224
2017-06-13,American Pit Bull Terrier-Pit Bull,Male,No,Brooklyn,NA
2017-06-13,Terrier,Unknown,No,Brooklyn,11216
2017-06-11,Mixed,Unknown,No,Brooklyn,11221
2017-06-09,Siberian Husky,Unknown,No,Brooklyn,11226
2017-06-14,Great Pyreenes X,Female,Yes,Brooklyn,NA
2017-06-13,Shih Tzu,Male,No,Brooklyn,11214
2017-06-14,Terrier Mix,Female,Yes,Brooklyn,11223
2017-06-15,Pitbull,Unknown,No,Brooklyn,11225
2017-06-14,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,NA
2017-06-16,American Staffordshire Terrier,Female,No,Brooklyn,11224
2017-06-18,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11238
2017-06-18,Unknown,Unknown,No,Brooklyn,11238
2017-06-18,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,NA
2017-06-18,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11231
2017-06-19,Bull Dog,Unknown,No,Brooklyn,11206
2017-06-18,Cane Corso,Male,No,Brooklyn,11222
2017-06-18,Mixed,Female,Yes,Brooklyn,11201
2017-06-12,Pit Bull,Unknown,No,Brooklyn,11213
2017-06-16,American Pit Bull Mix - Pit Bull Mix,Female,No,Brooklyn,11208
2017-06-17,Terrier,Unknown,No,Brooklyn,NA
2017-06-20,Pit Bull,Male,Yes,Brooklyn,11223
2017-06-19,Yorkshire Terrier Crossbreed,Male,Yes,Brooklyn,11236
2017-06-22,Pit Bull,Female,No,Brooklyn,11231
2017-06-22,Pit Bull,Male,No,Brooklyn,11231
2017-06-22,Unknown,Unknown,No,Brooklyn,NA
2017-06-03,Pit Bull,Unknown,No,Brooklyn,11236
2017-06-22,Pit Bull,Female,No,Brooklyn,11208
2017-06-25,Rottweiler X,Male,No,Brooklyn,11214
2017-06-26,Labrador Retriever Crossbreed,Male,Yes,Brooklyn,11234
2017-06-26,Labrador Retriever,Unknown,No,Brooklyn,11238
2017-06-24,Terrier,Female,No,Brooklyn,11228
2017-06-26,German Shepherd Crossbreed,Male,No,Brooklyn,11226
2017-06-26,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11218
2017-06-23,Alaskan Klee Kai,Male,Yes,Brooklyn,NA
2017-06-26,Doberman Pinscher,Unknown,No,Brooklyn,11211
2017-06-27,Maltese,Female,Yes,Brooklyn,11237
2017-06-29,Pit Bull,Female,No,Brooklyn,11228
2017-06-29,Blue Tick Hound,Male,Yes,Brooklyn,11225
2017-06-27,Unknown,Unknown,No,Brooklyn,11229
2017-06-29,Pitbull Mix,Female,Yes,Brooklyn,11215
2017-06-28,Pit Bull,Unknown,No,Brooklyn,11228
2017-06-29,Siberian Husky,Unknown,No,Brooklyn,11223
2017-06-29,Pit Bull,Unknown,No,Brooklyn,11222
2017-07-01,Buddhist,Male,No,Brooklyn,11205
2017-07-01,Pit Bull,Female,Yes,Brooklyn,11209
2017-07-02,Labrador Retriever,Male,Yes,Brooklyn,11220
2017-07-04,Pit Bull,Male,No,Brooklyn,NA
2017-06-28,Cock-A-Poo,Unknown,No,Brooklyn,11214
2017-07-04,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11221
2017-07-06,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11236
2017-07-01,American Pit Bull Terrier-Pit Bull,Female,No,Brooklyn,11223
2017-07-04,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11226
2017-07-07,Maltese,Male,Yes,Brooklyn,NA
2017-07-05,Dachshund Smooth Coat,Female,Yes,Brooklyn,11204
2017-07-05,Pit Bull,Unknown,No,Brooklyn,11204
2017-07-09,American Pit Bull Mix - Pit Bull Mix,Male,No,Brooklyn,11218
2017-07-07,Pit Bull,Unknown,No,Brooklyn,11224
2017-07-07,Pit Bull,Unknown,No,Brooklyn,11224
2017-07-07,Pit Bull,Unknown,No,Brooklyn,11224
2017-07-06,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Brooklyn,11206
2017-07-10,Labrador Retriever,Unknown,No,Brooklyn,11214
2017-07-07,Siberian Husky,Unknown,No,Brooklyn,11211
2017-07-08,Pit Bull,Unknown,No,Brooklyn,NA
2017-07-11,Rhodesian Ridgeback,Male,Yes,Brooklyn,11201
2017-07-12,Mixed,Unknown,No,Brooklyn,11208
2017-07-12,Labrador,Male,No,Brooklyn,11207
2017-07-12,Rottweiler,Male,Yes,Brooklyn,11234
2017-07-02,Cock-A-Poo,Male,No,Brooklyn,11220
2017-07-10,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,NA
2017-07-14,Pit Bull Mix,Male,Yes,Brooklyn,11226
2017-07-02,Unknown,Unknown,No,Brooklyn,11208
2017-07-13,Pit Bull,Unknown,No,Brooklyn,11233
2017-07-12,Unknown,Unknown,No,Brooklyn,11237
2017-07-15,Labrador Retriever,Male,No,Brooklyn,11234
2017-07-12,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11226
2017-07-17,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11208
2017-07-15,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11221
2017-07-15,Pit Bull,Unknown,No,Brooklyn,11238
2017-06-02,Pit Bull-Lab X,Unknown,No,Brooklyn,11249
2017-07-16,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11221
2017-07-20,Lab-Italian Greyhound X,Male,Yes,Brooklyn,11215
2017-07-19,Rottweiler,Unknown,No,Brooklyn,11226
2017-07-20,Unknown,Unknown,No,Brooklyn,11238
2017-07-20,Pit Bull,Unknown,No,Brooklyn,11206
2017-07-19,Unknown,Unknown,No,Brooklyn,NA
2017-07-11,Unknown,Unknown,No,Brooklyn,11205
2017-07-10,Pit Bull,Unknown,No,Brooklyn,11223
2017-07-16,Boston Terrier X,Male,Yes,Brooklyn,11222
2017-07-18,Pit Bull,Unknown,No,Brooklyn,11216
2017-07-19,Cattle Dog-Blue Heeler,Female,No,Brooklyn,11231
2017-07-21,Bull Dog,Unknown,No,Brooklyn,11206
2017-07-22,Husky X,Male,Yes,Brooklyn,11207
2017-07-24,Boxer,Unknown,No,Brooklyn,11223
2017-07-23,Rottweiler,Male,No,Brooklyn,NA
2017-07-20,Yorkshire Terrier,Unknown,No,Brooklyn,11236
2017-07-18,Unknown,Unknown,No,Brooklyn,11249
2017-07-18,Terrier,Unknown,No,Brooklyn,11249
2017-07-25,Golden Retriever,Male,Yes,Brooklyn,NA
2017-07-23,Sheperd,Unknown,No,Brooklyn,11229
2017-07-24,Shih Tzu,Female,Yes,Brooklyn,11221
2017-07-25,Mixed-Other,Unknown,No,Brooklyn,11233
2017-07-22,Lhasa Apso,Male,No,Brooklyn,11236
2017-07-14,Pit Bull,Unknown,No,Brooklyn,11236
2017-07-21,Cane Corso,Male,No,Brooklyn,11231
2017-07-24,German Shepherd,Male,Yes,Brooklyn,11223
2017-07-25,Havanese,Male,No,Brooklyn,11234
2017-07-19,Uncertain,Unknown,No,Brooklyn,11217
2017-07-27,Terrier Mix,Male,Yes,Brooklyn,11214
2017-07-26,American Pit Bull Terrier-Pit Bull,Male,Yes,Brooklyn,11208
2017-07-22,Jack Russ,Male,No,Brooklyn,11237
2017-07-23,Cockanese,Male,Yes,Brooklyn,NA
2017-07-21,Rottweiler,Unknown,No,Brooklyn,NA
2017-07-21,Mixed,Unknown,No,Brooklyn,11238
2017-07-26,Unknown,Unknown,No,Brooklyn,11235
2017-07-28,Yorkshire Terrier,Female,No,Brooklyn,11213
2017-07-28,Pit Bull,Unknown,No,Brooklyn,11238
2017-06-11,Siberian Husky,Unknown,No,Brooklyn,NA
2017-07-27,Pit Bull,Female,Yes,Brooklyn,11211
2017-07-29,American Staffordshire X,Male,No,Brooklyn,11229
2017-07-29,Boston Terrier,Male,No,Brooklyn,11237
2017-08-02,Shih Tzu,Unknown,No,Brooklyn,NA
2017-08-02,Unknown,Unknown,No,Brooklyn,11226
2017-07-30,Pug,Male,No,Brooklyn,11214
2017-07-31,Boxer,Female,No,Brooklyn,11207
2017-08-01,Boxer-Pitbull,Unknown,No,Brooklyn,NA
2017-07-31,Belgian Malinois,Female,No,Brooklyn,11220
2017-06-25,Rottweiler,Male,Yes,Brooklyn,11230
2017-06-19,Terrier,Male,Yes,Brooklyn,11222
2017-07-24,Rottweiler,Unknown,No,Brooklyn,11207
2017-07-28,Cocker Spaniel,Female,Yes,Brooklyn,11222
2017-07-28,Boston Terrier X,Male,Yes,Brooklyn,11221
2017-08-03,American Pit Bull Terrier-Pit Bull,Unknown,No,Brooklyn,11233
2017-08-04,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11209
2017-08-07,American Pit Bull Terrier-Pit Bull,Female,Yes,Brooklyn,11204
2017-07-19,Maltese X,Male,No,Brooklyn,11224
2017-08-03,Pit Bull,Unknown,No,Brooklyn,11207
2017-08-05,Labrador-Sheep Dog X,Male,No,Brooklyn,11233
2017-08-06,Labrador-Sheep Dog X,Male,No,Brooklyn,11233
2017-08-05,Yorkshire Terrier,Male,No,Brooklyn,11204
2017-08-08,Chihuahua,Unknown,No,Brooklyn,11211
2017-08-08,Pit Bull,Unknown,No,Brooklyn,NA
2017-08-08,Pit Bull,Unknown,No,Brooklyn,11231
2017-07-20,Shih Tzu,Male,Yes,Brooklyn,11236
2017-07-25,Mixed,Unknown,No,Brooklyn,11215
2017-08-09,Beagle Crossbreed,Male,Yes,Brooklyn,11221
2017-08-09,Chihuahua,Male,No,Brooklyn,11205
2017-08-09,Black Russian Terrier,Female,Yes,Brooklyn,11249
2017-07-13,Pit Bull,Female,Yes,Brooklyn,NA
2017-08-11,Chihuahua,Male,Yes,Brooklyn,11223
2017-08-13,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Brooklyn,NA
2017-08-14,Spaniel X Terrier,Male,Yes,Brooklyn,11238
2017-08-14,Shih Tzu,Male,Yes,Brooklyn,11238
2017-08-12,Unknown,Unknown,No,Brooklyn,11204
2017-07-29,Yorkshire Terrier,Male,No,Brooklyn,NA
2017-07-30,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Brooklyn,11225
