date_of_bite,breed,gender,spay_neuter,borough,zip_code
2017-04-19,Pit Bull,Unknown,No,Other,NA
2017-04-05,Pit Bull,Male,No,Other,1013
2017-04-16,Pit Bull,Male,Yes,Other,6518
2017-04-17,Poddle Mix,Male,Yes,Other,10701
2017-04-21,Poodle,Unknown,No,Other,7030
2017-05-03,Poodle-Standard,Unknown,No,Other,8098
2017-05-23,Bull Dog,Male,No,Other,NA
2017-05-25,Bull Dog-Pit Bull X,Male,Yes,Other,10530
2017-05-27,Miniature Pinscher,Male,Yes,Other,13740
2017-05-27,Australian Shepherd - Lphasa Apso,Male,No,Other,12446
2017-06-05,Schnauzer-Miniature,Male,No,Other,NA
2017-05-10,Dachshund Mix,Male,Yes,Other,94128
2017-06-09,Pit Bull,Male,Yes,Other,10548
2017-06-11,German Shepherd,Unknown,No,Other,12582
2017-06-10,Shiba Mix,Female,Yes,Other,11706
2017-06-20,Pit Bull,Male,No,Other,11580
2017-06-18,Jack Russ Mix,Male,No,Other,NA
2017-06-21,Shih Tzu,Female,No,Other,10803
2017-06-18,Australian Shepherd,Unknown,No,Other,NA
2017-06-25,German Shepherd,Female,No,Other,11221
2017-06-25,Yorkshire Terrier,Male,Yes,Other,10710
2017-06-29,Yorkshire Terrier,Male,Yes,Other,7403
2017-07-03,Husky Mix,Female,Yes,Other,12564
2017-07-04,Pekingese Mix,Male,Yes,Other,NA
2017-07-03,Pekingese,Female,No,Other,NA
2017-07-03,Pit Bull,Unknown,No,Other,NA
2017-06-26,Bull Dog,Male,No,Other,NA
2017-07-01,American Eskimo,Male,No,Other,NA
2017-07-18,Shepherd Mix,Male,Yes,Other,14850
2017-07-21,German Shepherd,Male,Yes,Other,NA
2017-07-08,American Pit Bull Terrier-Pit Bull,Male,No,Other,11772
2017-07-26,Chihuahua,Female,Yes,Other,18360
2017-07-23,Terrier Mix,Male,Yes,Other,NA
2017-07-26,Schnauzer-Miniature,Male,Yes,Other,NA
2017-07-30,Akita,Unknown,No,Other,NA
2017-07-31,Yorkie Poodle,Male,Yes,Other,10701
2017-08-03,Siberian Husky,Unknown,No,Other,NA
2017-08-05,Cocker Spaniel,Unknown,No,Other,NA
2017-08-09,Mastiff-Bull,Unknown,No,Other,NA
2017-08-11,Papillon,Female,Yes,Other,7030
2017-08-13,Shepherd Mix,Male,Yes,Other,6460
2017-08-12,Shih Tzu,Unknown,No,Other,NA
2017-08-19,Beagle Mix,Male,Yes,Other,2633
2017-08-20,Morkie,Male,Yes,Other,18301
2017-08-20,Mastiff-Bull,Unknown,No,Other,NA
2017-08-21,Jack Russ,Female,No,Other,7036
2017-08-12,Labrador Boxer,Female,Yes,Other,13903
2017-08-24,Mixed-Other,Male,No,Other,10512
2017-08-25,Terrier Mix,Male,Yes,Other,6877
2017-08-24,Labrador Retriever,Male,Yes,Other,NA
2017-08-27,Terrier Mix,Female,No,Other,NA
2017-08-25,Mixed-Other,Unknown,No,Other,NA
2017-09-03,Poodle-Standard,Unknown,No,Other,NA
2017-09-03,Mutt Mix,Male,Yes,Other,12581
2017-09-03,Shih Tzu Coker Spaniel Mix,Male,Yes,Other,7726
2017-09-16,Pit Bull Mix,Male,No,Other,18103
2017-09-17,Chihuahua - Terrier Mix,Male,Yes,Other,7871
2017-09-24,Malinois Mix,Female,Yes,Other,13731
2017-09-22,Cock-A-Poo,Male,No,Other,NA
2017-09-16,Wild Dog,Unknown,No,Other,NA
2017-09-22,Schnauzer-Miniature,Male,Yes,Other,11362
2017-09-12,Australian Shepherd,Male,Yes,Other,13865
2017-10-07,Mixed-Other,Unknown,No,Other,NA
2017-10-08,Rottweiler,Male,Yes,Other,12734
2017-10-09,Labrador Retriever,Female,No,Other,18466
2017-10-10,Terrier Mix,Male,No,Other,NA
2017-10-12,Cocker Spaniel,Male,Yes,Other,NA
2017-10-14,Scottish Terrier,Female,No,Other,NA
2017-10-16,Unknown,Unknown,No,Other,NA
2017-10-28,Husky,Unknown,No,Other,NA
2017-10-29,Siberian Husky,Male,Yes,Other,NA
2017-11-04,Mixed-Other,Female,No,Other,8816
2017-11-07,Lab Mix,Male,Yes,Other,11050
2017-11-12,Mixed-Other,Male,No,Other,10701
2017-10-26,Siberian Husky,Unknown,No,Other,NA
2017-11-23,Shih Tzu Mix,Male,Yes,Other,1720
2017-11-23,Bull Dog-French,Female,Yes,Other,10533
2017-11-25,Pit Bull -Bull Dog,Female,No,Other,NA
2017-11-25,Pekingese Mix,Male,Yes,Other,28468
2017-11-28,Rottweiler,Male,No,Other,11020
2017-12-10,Siberian Husky,Unknown,No,Other,NA
2017-12-12,Shiba Inu,Male,Yes,Other,13045
2017-12-16,West High White Terrier,Female,No,Other,NA
2017-12-05,Pit Bull,Male,No,Other,NA
2017-12-14,Large Mixed Breed,Male,No,Other,3106
2017-12-27,Shepherd Mix,Male,Yes,Other,NA
2017-12-24,Yorkie Mix,Male,Yes,Other,10921
2017-12-27,Lab- Pit Bull Mix,Female,Yes,Other,NA
2017-12-20,Pit Bull,Unknown,No,Other,NA
2017-12-26,Bull Dog-English,Male,Yes,Other,10940
2017-12-29,Welsh Corgi-Cardigan,Unknown,No,Other,19426
2017-01-01,Maltese,Male,No,Queens,11356
2017-01-01,Corgi,Male,Yes,Queens,11354
2017-01-01,Poodle Mix,Male,No,Queens,11373
2017-01-02,Chow Chow,Unknown,No,Queens,NA
2017-01-01,Pit Bull,Unknown,No,Queens,11691
2017-01-05,Pit Bull,Male,No,Queens,11373
2017-01-05,Pit Bull,Unknown,No,Queens,11429
2017-01-10,Corgi,Male,No,Queens,11373
2017-01-08,Chihuahua,Female,No,Queens,11421
2017-01-13,German Shepherd Mix,Unknown,No,Queens,11364
2017-01-15,Staffordshire Mix,Male,No,Queens,11436
2017-01-15,Staffordshire Mix,Male,No,Queens,11436
2017-01-13,Black Mouth Cur Mix,Female,No,Queens,11433
2017-01-15,Pit Bull,Female,No,Queens,11433
2017-01-12,Cane Corso,Unknown,No,Queens,11433
2017-01-12,Siberian Husky,Unknown,No,Queens,11419
2017-01-15,Siberian Husky,Female,No,Queens,11691
2017-01-14,Shih Tzu,Unknown,No,Queens,11385
2017-01-18,Bichon Frise,Male,No,Queens,11365
2017-01-18,Pit Bull,Unknown,No,Queens,NA
2017-01-16,Pit Bull - Boxer Mix (F) And Pit Bull (M),Unknown,Yes,Queens,11434
2017-01-11,Cocker Spaniel,Female,Yes,Queens,11354
2017-01-21,Wheaton Terrier,Male,Yes,Queens,11365
2017-01-25,Shih Tzu,Male,Yes,Queens,11372
2017-01-24,Lhasa Apso,Female,No,Queens,11427
2017-01-25,Siberian Husky,Male,Yes,Queens,11355
2017-01-25,American Pit Bull Mix - Pit Bull Mix,Male,Yes,Queens,11103
2017-01-28,Shih Tzu - Maltese Mix,Male,Yes,Queens,11368
2017-01-27,American Pit Bull Mix - Pit Bull Mix,Unknown,Yes,Queens,11434
2017-01-30,Pit Bull Terrier Mix,Male,Yes,Queens,11417
2017-01-13,Shepherd Mix,Female,Yes,Queens,11361
2017-01-22,Shepherd Mix,Male,Yes,Queens,11360
2017-01-31,Pit Bull,Unknown,No,Queens,11691
2017-02-01,Labrador Retriever,Unknown,No,Queens,11385
2017-02-03,German Shepherd,Unknown,No,Queens,11370
2017-02-02,Pit Bull,Male,No,Queens,11434
2017-02-02,Pit Bull,Male,No,Queens,11102
2017-02-03,Pit Bull,Unknown,No,Queens,11418
2017-02-04,Bull Dog,Unknown,No,Queens,11413
2017-02-05,Alaskan Husky,Male,Yes,Queens,11377
2017-01-28,Chihuahua - Corgi Mix,Unknown,No,Queens,11368
2017-01-25,English Bull Dog - Beagle Mix,Male,No,Queens,11361
2017-02-05,Labrador Mix,Male,Yes,Queens,11692
2017-02-07,American Pit Bull Mix - Pit Bull Mix,Male,No,Queens,11429
2017-02-07,Pit Bull,Male,No,Queens,11413
2017-02-07,German Shepherd,Male,No,Queens,NA
2017-02-08,Pit Bull,Unknown,No,Queens,11435
2017-02-08,Pit Bull,Male,Yes,Queens,11435
2017-02-08,Pit Bull,Male,Yes,Queens,11435
2017-02-08,Pit Bull,Male,Yes,Queens,11435
2017-02-09,Dachshund Mix,Female,Yes,Queens,11101
2017-02-09,Maltese,Male,Yes,Queens,NA
2017-02-12,Mastiff-Bull,Male,Yes,Queens,11101
2017-02-13,Mastiff-Bull,Male,Yes,Queens,11101
2017-02-10,German Shepherd,Unknown,No,Queens,NA
2017-02-10,Bull Terrier,Male,No,Queens,11385
2017-02-09,Pit Bull,Unknown,No,Queens,11429
2017-02-11,Collie,Unknown,No,Queens,11361
2017-02-14,Pit Bull,Male,Yes,Queens,11371
2017-02-15,Dachshund Mix,Female,No,Queens,11421
2017-02-07,Chihuahua,Male,Yes,Queens,11358
2017-02-16,American Eskimo Mix,Male,Yes,Queens,11106
2017-02-16,Staffordshire Bull Terrier,Male,Yes,Queens,11691
2017-02-17,American Staffordshire Terrier,Male,No,Queens,11434
2017-02-18,Mini Goldendoodle,Male,No,Queens,11370
2017-02-19,Dachshund Mix,Female,Yes,Queens,11435
2017-02-20,Rottweiler Mix,Male,Yes,Queens,11354
2017-02-11,Pit Bull,Unknown,No,Queens,11101
2017-01-31,Dachshund-Long Haired,Male,Yes,Queens,11357
2017-02-01,Terrier Mix,Female,Yes,Queens,11426
2017-02-14,Labrador - Pit Bull Mix,Female,Yes,Queens,11367
2017-02-20,Akita,Male,No,Queens,11691
2017-02-20,Shih Tzu,Male,Yes,Queens,11379
2017-02-21,Pit Bull,Unknown,No,Queens,11691
2017-02-18,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11364
2017-02-23,Beagle - Hound Mix,Male,Yes,Queens,11433
2017-02-25,Chihuahua,Male,No,Queens,11356
2017-02-24,Terrier,Unknown,No,Queens,11433
2017-02-24,Cane Corso,Female,Yes,Queens,11418
2017-02-27,"Jindo Dog,",Female,No,Queens,11357
2017-02-27,Hound Mix,Male,Yes,Queens,11109
2017-03-01,Terrier,Unknown,No,Queens,NA
2017-03-02,Rottweiler Mix,Male,Yes,Queens,11102
2017-03-05,Chow Chow - German Shephered Mix,Male,No,Queens,11372
2017-03-04,Dachshund Smooth Coat,Female,Yes,Queens,11375
2017-03-04,Pit Bull,Unknown,No,Queens,11433
2017-03-06,Scottish Terrier,Male,Yes,Queens,11101
2017-02-24,Pit Bull,Unknown,No,Queens,11692
2017-02-28,Pit Bull,Female,Yes,Queens,11373
2017-02-28,Pit Bull,Female,Yes,Queens,11373
2017-02-23,American Pit Bull Terrier-Pit Bull,Female,No,Queens,11372
2017-03-08,Shih Tzu,Male,Yes,Queens,11419
2017-03-09,Pit Bull,Unknown,No,Queens,NA
2017-03-09,Shiba Inu,Male,No,Queens,11103
2017-03-09,Chihuahua,Unknown,No,Queens,NA
2017-03-09,Pomeranian,Female,Yes,Queens,11385
2017-03-12,Shiba Inu,Female,Yes,Queens,11358
2017-03-11,Pit Bull,Female,No,Queens,11375
2017-03-10,Bull Dog-French,Male,Yes,Queens,11364
2017-03-12,Pit Bull - American Foxhound Mix,Male,No,Queens,11693
2017-03-02,Pit Bull,Unknown,No,Queens,11692
2017-03-13,Pit Bull,Unknown,No,Queens,NA
2017-03-13,Maltese,Female,No,Queens,11354
2017-03-13,Terrier,Unknown,No,Queens,11103
2017-03-13,Pit Bull,Female,No,Queens,11691
2017-03-13,Pit Bull,Unknown,No,Queens,11435
2017-03-14,Rottweiler,Female,No,Queens,11426
2017-03-15,Bull Dog-English,Male,Yes,Queens,11363
2017-03-16,Hound - German Shepherd Mix,Female,Yes,Queens,11105
2017-03-17,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11375
2017-03-17,Shih Tzu Mix,Male,Yes,Queens,11426
2017-03-20,German Shepherd,Male,No,Queens,11414
2017-03-18,Pit Bull,Male,Yes,Queens,11692
2017-03-18,Jack Russ,Unknown,No,Queens,11432
2017-03-12,Mix Breed,Male,No,Queens,11355
2017-03-22,German Shepherd,Male,No,Queens,11435
2017-03-17,Pit Bull,Unknown,No,Queens,11369
2017-03-04,Pit Bull Mix,Female,Yes,Queens,11357
2017-03-23,Pit Bull,Unknown,No,Queens,11691
2017-03-24,Chihuahua,Unknown,No,Queens,11354
2017-03-23,Chihuahua - Bijon Mix,Unknown,Yes,Queens,11436
2017-03-24,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11367
2017-03-23,German Shepherd,Female,No,Queens,11354
2017-03-25,Dalmation Mix,Male,Yes,Queens,11426
2017-03-25,Pit Bull,Unknown,No,Queens,11692
2017-03-26,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11423
2017-03-27,West High White Terrier,Male,Yes,Queens,11375
2017-03-27,Cocker Spaniel,Unknown,No,Queens,11106
2017-03-29,Bichon Frise - Terrier Mix,Female,Yes,Queens,11372
2017-03-27,Yorkshire Terrier,Unknown,No,Queens,11417
2017-03-31,Norfolk Terrier,Female,Yes,Queens,11355
2017-03-31,Dachshund - Schnauzer,Unknown,Yes,Queens,11101
2017-03-26,Pekingese - Poodle Mix,Male,Yes,Queens,11416
2017-03-30,Pit Bull - Rottweiler Mix,Male,No,Queens,11372
2017-03-26,Pit Bull,Female,Yes,Queens,11354
2017-04-02,Pit Bull,Male,No,Queens,11385
2017-03-24,Maltese,Male,No,Queens,11358
2017-03-20,Maltese - Yorkshire Mix,Male,No,Queens,11373
2017-04-04,Maltese,Male,Yes,Queens,11368
2017-03-11,Puggle - Hound Mix,Male,Yes,Queens,11358
2017-03-22,Kerry Blue Terrier,Male,No,Queens,11363
2017-04-06,Shih Tzu,Male,Yes,Queens,11375
2017-04-05,German Shepherd,Male,No,Queens,11433
2017-04-09,Labrador Retriever,Male,Yes,Queens,11358
2017-04-10,Rottweiler,Female,No,Queens,11426
2017-04-05,Corgi - Cattle Mix,Male,Yes,Queens,11375
2017-04-10,Mix Breed,Male,No,Queens,11106
2017-04-11,Pit Bull,Male,No,Queens,11368
2017-04-10,Jack Russ,Female,No,Queens,11378
2017-04-12,Bull Dog-French,Male,Yes,Queens,11106
2017-04-09,Pit Bull,Unknown,No,Queens,11365
2017-04-10,Pit Bull,Male,No,Queens,11369
2017-04-09,Pomeranian,Unknown,No,Queens,NA
2017-04-15,Pit Bull,Male,No,Queens,11426
2017-04-16,American Pit Bull Terrier-Pit Bull,Female,No,Queens,11375
2017-04-14,Cocker Spaniel,Unknown,No,Queens,11375
2017-04-14,Labrador - Pit Bull Mix,Male,Yes,Queens,11103
2017-04-16,Cocker Spaniel,Female,No,Queens,11104
2017-04-17,Pit Bull,Female,No,Queens,11420
2017-04-17,Cairn Terrier,Male,Yes,Queens,11434
2017-04-17,Pug,Unknown,No,Queens,11355
2017-04-09,Shiba Inu,Male,Yes,Queens,11360
2017-04-19,Beagle,Female,No,Queens,11102
2017-04-16,Pomeranian,Female,Yes,Queens,11101
2017-04-20,Mixed Breed,Male,Yes,Queens,11434
2017-04-20,Labrador Mix,Male,No,Queens,11361
2017-04-20,Pit Bull Mix,Male,Yes,Queens,11106
2017-04-20,Terrier - Chihuahua Mix,Female,No,Queens,11378
2017-04-24,Jack Russell Mix,Male,Yes,Queens,11372
2017-04-23,Yorkshire Terrier,Male,Yes,Queens,11423
2017-04-23,German Shepherd Mix,Male,Yes,Queens,11004
2017-04-23,Pit Bull - Labrador Mix,Male,No,Queens,11385
2017-04-23,Poodle Mix,Male,No,Queens,NA
2017-04-24,Pit Bull,Unknown,No,Queens,11375
2017-04-27,Labrador - Pit Bull Mix,Male,Yes,Queens,11417
2017-04-02,Pit Bull,Male,No,Queens,NA
2017-04-02,Pit Bull,Female,Yes,Queens,NA
2017-04-26,Pit Bull,Unknown,No,Queens,11691
2017-04-29,Pomeranian,Male,No,Queens,11366
2017-04-28,Shih Tzu,Male,Yes,Queens,11368
2017-05-01,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11368
2017-04-25,American Pit Bull Terrier-Pit Bull,Female,No,Queens,11691
2017-04-10,Pit Bull Mix,Male,No,Queens,11434
2017-04-16,Pit Bull,Female,No,Queens,11435
2017-04-18,Scottish Terrier,Male,Yes,Queens,11370
2017-04-19,Mini Schnauzer - Yorkshire Mix,Male,Yes,Queens,11102
2017-04-28,Pit Bull,Male,Yes,Queens,11103
2017-04-29,Pit Bull Mix,Male,No,Queens,11692
2017-04-29,Pit Bull,Unknown,No,Queens,11385
2017-04-29,American Pit Bull Terrier-Pit Bull,Male,Yes,Queens,11361
2017-05-03,American Bully,Female,Yes,Queens,11354
2017-05-04,Pit Bull,Unknown,No,Queens,11367
2017-01-31,Maltese,Male,No,Queens,11433
2017-04-30,American Eskimo - Husky Mix,Male,Yes,Queens,11374
2017-05-02,Beagle,Female,No,Queens,11414
2017-05-06,Bull Dog-English,Male,No,Queens,11354
2017-05-08,Pit Bull,Unknown,No,Queens,NA
2017-05-08,American Staffordshire Terrier,Female,No,Queens,11692
2017-05-08,Staffordshire Bull Terrier,Male,No,Queens,11692
2017-05-08,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11692
2017-05-08,American Pit Bull Terrier-Pit Bull,Female,Yes,Queens,11692
2017-05-07,German Shepherd,Male,Yes,Queens,11416
2017-05-05,Pug - Chihuahua Mix,Male,Yes,Queens,11412
2017-05-08,Shih Tzu,Male,No,Queens,11104
2017-04-26,French Poodle,Male,No,Queens,11103
2017-05-06,Bull Terrier,Female,Yes,Queens,11385
2017-05-10,Staffordshire Bull Terrier,Female,No,Queens,11373
2017-05-09,Pit Bull,Female,Yes,Queens,11694
2017-05-11,Pit Bull,Unknown,No,Queens,11365
2017-05-11,Shih Tzu,Male,No,Queens,11356
2017-05-03,Pit Bull,Male,No,Queens,11691
2017-05-12,Shih Tzu,Unknown,No,Queens,11412
2017-05-13,Labrador - Hound Mix,Male,No,Queens,11432
2017-05-14,Newfoundland Or Tibetan Mastiff,Unknown,No,Queens,11364
2017-05-12,Shih Tzu,Male,No,Queens,11357
2017-05-15,Terrier,Unknown,No,Queens,11368
2017-05-09,Boxer,Male,Yes,Queens,11101
2017-05-16,Siberian Husky,Male,Yes,Queens,11369
2017-05-10,Pit Bull,Unknown,No,Queens,11361
2017-05-18,Pekingese,Female,No,Queens,11377
2017-05-19,Shih Tzu,Female,No,Queens,11420
2017-05-16,Mixed Breed,Unknown,No,Queens,11377
2017-05-18,Labrador - Chow Chow Mix,Female,Yes,Queens,11373
2017-05-15,Siberian Husky,Unknown,No,Queens,11415
2017-05-20,Pit Bull,Male,No,Queens,11421
2017-05-18,Pomeranian,Female,No,Queens,11103
2017-05-20,Pit Bull,Female,No,Queens,11420
2017-05-20,Boxer,Female,No,Queens,11422
2017-05-21,West Highland Mix,Male,Yes,Queens,11377
2017-05-22,German Shepherd,Male,No,Queens,11354
2017-05-23,Maltese - Yorkshire Mix,Male,Yes,Queens,11361
2017-05-23,Siberian Husky,Male,Yes,Queens,11373
2017-05-23,Pit Bull Mix,Male,Yes,Queens,11419
2017-05-24,American Pit Bull Terrier-Pit Bull,Male,Yes,Queens,NA
2017-05-24,Jack Russ,Male,Yes,Queens,11434
2017-05-24,Poodle-Toy,Male,Yes,Queens,11377
2017-05-24,Unknown,Unknown,No,Queens,NA
2017-05-25,Pit Bull,Female,No,Queens,11354
2017-05-20,Rottweiler,Male,No,Queens,11375
2017-05-25,Pit Bull,Male,Yes,Queens,11356
2017-05-27,German Shepherd,Female,No,Queens,11420
2017-05-28,Boston Terrier,Unknown,No,Queens,11101
2017-05-25,Chihuahua,Male,Yes,Queens,11368
2017-05-27,Shih Tzu,Female,Yes,Queens,11367
2017-05-27,Pit Bull,Unknown,No,Queens,11368
2017-05-28,Pit Bull,Unknown,No,Queens,NA
2017-05-28,Unknown,Unknown,No,Queens,NA
2017-05-29,Pit Bull,Unknown,No,Queens,NA
2017-05-26,Labrador Retriever,Male,No,Queens,11434
2017-05-27,Unknown,Unknown,No,Queens,NA
2017-05-30,Terrier Mix,Female,Yes,Queens,11374
2017-05-22,Pit Bull,Male,No,Queens,11691
2017-05-31,American Pit Bull Terrier-Pit Bull,Male,Yes,Queens,11691
2017-05-31,American Pit Bull Terrier-Pit Bull,Male,Yes,Queens,11691
2017-05-28,Unknown,Unknown,No,Queens,NA
2017-05-06,Mixed Breed,Unknown,No,Queens,11691
2017-05-06,Pit Bull,Unknown,No,Queens,11692
2017-05-24,German Shepherd,Unknown,No,Queens,11364
2017-05-29,Labrador Retriever,Female,Yes,Queens,11378
2017-06-01,Siberian Husky,Unknown,No,Queens,NA
2017-06-03,Unknown,Unknown,No,Queens,11377
2017-06-02,American Pit Bull Mix - Pit Bull Mix,Female,Yes,Queens,11364
2017-06-03,Silky Terrier,Male,Yes,Queens,11360
2017-06-04,Unknown,Unknown,No,Queens,11413
2017-06-04,Siberian Husky,Male,No,Queens,11385
2017-06-05,Pit Bull,Unknown,No,Queens,11428
2017-06-03,Belgian Malinois,Male,No,Queens,11374
2017-06-05,Unknown,Unknown,No,Queens,11377
2017-06-04,Rottweiler And Boxer Mix,Male,Yes,Queens,11368
2017-06-07,Mixed Breed,Female,Yes,Queens,11372
2017-06-07,Rottweiler - Shepherd Mix,Male,Yes,Queens,NA
2017-06-03,Chihuahua,Female,No,Queens,11379
2017-06-08,Unknown,Unknown,No,Queens,NA
2017-06-08,Mixed Breed,Unknown,No,Queens,11413
2017-06-08,Shih Tzu,Male,Yes,Queens,11368
2017-06-01,Maltese - Poodle Mix,Female,Yes,Queens,11360
2017-06-08,Unknown,Unknown,No,Queens,11378
2017-06-10,Mixed Breed,Unknown,No,Queens,11105
2017-06-11,Unknown,Unknown,No,Queens,NA
2017-06-11,Labrador Mix,Male,Yes,Queens,11421
2017-06-12,American Stafford And Labrador Mix,Male,No,Queens,11365
2017-06-12,Shih Tzu,Female,Yes,Queens,11106
2017-06-09,Unknown,Unknown,No,Queens,NA
2017-06-13,Maltese Terrier,Male,Yes,Queens,11357
2017-06-05,Unknown,Unknown,No,Queens,NA
2017-06-12,Yorkshire Terrier,Unknown,No,Queens,11421
2017-06-08,Unknown,Unknown,No,Queens,11101
2017-06-11,Unknown,Unknown,No,Queens,11367
2017-06-10,Unknown,Unknown,No,Queens,NA
2017-06-09,Shih Tzu,Male,No,Queens,11370
2017-06-07,Shih Tzu,Male,No,Queens,11368
2017-06-06,Bull Dog,Unknown,No,Queens,NA
2017-06-12,Pit Bull,Unknown,No,Queens,11435
2017-06-13,Jack Russ,Unknown,No,Queens,11434
2017-06-14,Pit Bull,Unknown,No,Queens,11433
2017-06-13,Pit Bull - Boxer Mix,Male,No,Queens,11435
2017-06-14,Unknown,Unknown,No,Queens,11361
2017-06-13,Siberian Husky,Male,No,Queens,11434
2017-06-15,Maltese,Unknown,No,Queens,NA
2017-06-13,American Pit Bull Terrier-Pit Bull,Female,Yes,Queens,NA
2017-06-15,German Shepherd,Male,Yes,Queens,11365
2017-06-12,Rottweiler,Unknown,No,Queens,NA
2017-06-16,Golden Retriever,Male,Yes,Queens,11368
2017-06-15,Jack Russ,Male,No,Queens,11432
2017-06-17,Yorkshire Terrier,Male,Yes,Queens,11355
2017-06-16,Maltese,Male,Yes,Queens,NA
2017-06-16,Golden - Chow Mix,Male,Yes,Queens,11106
2017-06-04,Poodle Mix,Unknown,No,Queens,NA
2017-06-12,Siberian Husky,Male,Yes,Queens,11385
2017-06-18,German Shepherd,Male,No,Queens,11419
2017-06-16,Pit Bull,Unknown,No,Queens,NA
2017-06-14,Mastiff,Male,Yes,Queens,11373
2017-06-18,Pit Bull,Unknown,No,Queens,11418
2017-06-17,German Shepherd Mix,Male,Yes,Queens,11416
2017-06-19,Unknown,Unknown,No,Queens,11374
2017-06-17,Shiba Inu,Male,Yes,Queens,11691
2017-06-14,Pit Bull,Unknown,No,Queens,11413
2017-06-19,Cane Corso - Mastiff Mix,Male,No,Queens,11427
2017-06-16,German Shepherd,Female,No,Queens,11414
2017-06-19,Labrador Retriever,Male,No,Queens,11379
2017-06-14,Bull Dog,Male,No,Queens,11357
2017-06-16,Yorkshire Terrier,Female,No,Queens,11354
2017-06-14,Pit Bull,Unknown,No,Queens,11413
2017-06-20,Unknown,Unknown,No,Queens,NA
2017-06-21,Pit Bull,Male,No,Queens,NA
2017-06-21,Poodle Or Dalmation,Unknown,No,Queens,11378
2017-06-21,German Shepherd,Male,Yes,Queens,11379
2017-06-21,Shih Tzu,Male,Yes,Queens,11360
2017-06-22,Rottweiler,Male,Yes,Queens,11367
2017-05-30,Pit Bull Mix,Female,Yes,Queens,11379
2017-06-26,Rottweiler,Unknown,No,Queens,11365
2017-06-01,Shih Tzu,Female,No,Queens,11413
2017-06-23,Pit Bull,Male,No,Queens,11428
2017-06-24,Pomeranian,Female,No,Queens,11364
2017-06-25,Alaskan Klee Kai,Female,No,Queens,11378
2017-06-24,Shih Tzu - Chihuahua Mix,Male,Yes,Queens,11419
2017-06-25,Pit Bull,Unknown,No,Queens,11434
2017-06-18,Unknown,Unknown,No,Queens,11434
2017-06-25,Chihuahua,Male,Yes,Queens,11691
2017-06-26,American Pit Bull Terrier-Pit Bull,Male,No,Queens,11368
2017-06-23,Pit Bull,Male,No,Queens,11354
2017-06-23,Pit Bull,Male,Yes,Queens,11356
2017-06-26,Border Terrier,Unknown,No,Queens,NA
2017-06-24,Unknown,Unknown,No,Queens,NA
2017-06-18,Chiweenie,Unknown,No,Queens,11691
2017-06-26,German Shepherd - Labrador Mix,Male,Yes,Queens,11385
2017-06-25,Pug,Male,No,Queens,11368
2017-06-27,Terrier Mix,Female,No,Queens,11367
2017-06-13,German Shepherd - Chow Mix,Male,Yes,Queens,11102
2017-06-26,Border Terrier,Unknown,No,Queens,11433
2017-06-24,Maltese - Poodle,Female,Yes,Queens,11373
2017-06-27,Unknown,Unknown,No,Queens,11435
2017-06-28,Border Collie Mix,Female,Yes,Queens,11361
2017-06-28,Morkie Mix,Male,No,Queens,11419
2017-06-27,Pit Bull,Unknown,No,Queens,11693
2017-06-28,Yorkshire Terrier,Male,Yes,Queens,11365
2017-06-21,Unknown,Unknown,No,Queens,11423
2017-06-29,Staffordshire Bull Terrier,Male,Yes,Queens,11105
2017-06-29,Chihuahua,Male,No,Queens,11357
2017-06-29,German Shepherd Mix,Male,Yes,Queens,11355
2017-07-02,Pit Bull,Unknown,No,Queens,11416
2017-07-01,American Staffordshire Terrier,Female,Yes,Queens,11422
2017-07-01,Poodle Mix,Male,Yes,Queens,11375
2017-07-02,Pit Bull,Unknown,No,Queens,11416
2017-07-03,American Bully,Male,No,Queens,11419
2017-07-02,American Pit Bull Mix - Pit Bull Mix,Male,No,Queens,11368
2017-07-04,Pit Bull,Unknown,No,Queens,11413
2017-07-05,Unknown,Unknown,No,Queens,NA
2017-07-03,Maltese - Poodle Mix,Male,Yes,Queens,11420
2017-07-05,Shih Tzu,Unknown,No,Queens,11102
2017-07-05,Jack Russ,Male,Yes,Queens,11419
2017-06-29,Pit Bull,Unknown,No,Queens,11435
2017-06-30,Siberian Husky,Unknown,No,Queens,11377
2017-06-29,Pit Bull,Unknown,No,Queens,11412
2017-07-05,Central Asian Shepherd,Male,No,Queens,11435
2017-07-06,Unknown,Unknown,No,Queens,11104
2017-07-07,Unknown,Unknown,No,Queens,11385
2017-06-24,German Shepherd,Male,No,Queens,11434
2017-07-07,Pit Bull,Male,Yes,Queens,11691
2017-07-09,American Bully,Male,No,Queens,11370
2017-07-08,Shih Tzu,Male,Yes,Queens,11357
2017-07-09,Golden Retriever,Male,Yes,Queens,11417
2017-07-08,English Cocker Spaniel,Male,No,Queens,11413
2017-07-07,Unknown,Unknown,No,Queens,NA
2017-07-10,Rottweiler - Pit Bull Mix,Male,No,Queens,11385
2017-07-09,Maltese,Female,Yes,Queens,11373
2017-07-08,Yorkshire Terrier,Male,Yes,Queens,11101
